Date	     Extent (million sq km)
10-2009	5.798
10-2009	5.852
10-2009	5.846
10-2009	5.878
10-2009	5.915
10-2009	5.962
10-2009	6.219
10-2009	6.432
10-2009	6.526
10-2009	6.522
10-2009	6.665
10-2009	6.838
10-2009	6.856
10-2009	6.942
10-2009	7.073
10-2009	7.196
10-2009	7.307
10-2009	7.385
10-2009	7.529
10-2009	7.608
10-2009	7.665
10-2009	7.646
10-2009	7.822
10-2009	8.02
10-2009	8.189
10-2009	8.386
10-2009	8.543
10-2009	8.685
11-2009	8.723
11-2009	8.758
11-2009	8.807
11-2009	8.824
11-2009	8.882
11-2009	9.012
11-2009	9.086
11-2009	9.07
11-2009	9.187
11-2009	9.249
11-2009	9.318
11-2009	9.283
11-2009	9.324
11-2009	9.465
11-2009	9.714
11-2009	9.835
11-2009	9.919
11-2009	10.001
11-2009	10.09
11-2009	10.141
11-2009	10.207
11-2009	10.332
11-2009	10.465
11-2009	10.575
11-2009	10.66
11-2009	10.774
11-2009	10.804
11-2009	10.858
11-2009	10.86
11-2009	10.929
12-2009	11.13
12-2009	11.256
12-2009	11.318
12-2009	11.416
12-2009	11.631
12-2009	11.529
12-2009	11.585
12-2009	11.56
12-2009	11.592
12-2009	11.681
12-2009	11.695
12-2009	11.842
12-2009	11.957
12-2009	12.121
12-2009	12.215
12-2009	12.344
12-2009	12.433
12-2009	12.504
12-2009	12.488
12-2009	12.527
12-2009	12.617
12-2009	12.64
12-2009	12.639
12-2009	12.688
12-2009	12.744
12-2009	12.87
12-2009	12.868
12-2009	13.024
12-2009	13.103
12-2009	13.118
12-2009	13.061
01-2010	13.205
01-2010	13.232
01-2010	13.254
01-2010	13.236
01-2010	13.337
01-2010	13.458
01-2010	13.499
01-2010	13.536
01-2010	13.584
01-2010	13.603
01-2010	13.695
01-2010	13.672
01-2010	13.728
01-2010	13.76
01-2010	13.846
01-2010	13.82
01-2010	13.812
01-2010	13.826
01-2010	13.881
01-2010	13.96
01-2010	13.94
01-2010	13.889
01-2010	13.866
01-2010	13.904
01-2010	13.991
01-2010	14.089
01-2010	14.045
01-2010	13.949
01-2010	14.041
01-2010	14.111
01-2010	14.142
02-2010	14.209
02-2010	14.266
02-2010	14.255
02-2010	14.309
02-2010	14.317
02-2010	14.319
02-2010	14.24
02-2010	14.322
02-2010	14.441
02-2010	14.365
02-2010	14.394
02-2010	14.515
02-2010	14.556
02-2010	14.652
02-2010	14.685
02-2010	14.715
02-2010	14.823
02-2010	14.853
02-2010	14.775
02-2010	14.729
02-2010	14.733
02-2010	14.84
02-2010	14.875
02-2010	14.812
02-2010	14.803
02-2010	14.767
02-2010	14.789
02-2010	14.921
03-2010	14.914
03-2010	15.019
03-2010	15.037
03-2010	15.14
03-2010	15.233
03-2010	15.216
03-2010	15.165
03-2010	15.148
03-2010	15.1
03-2010	15.113
03-2010	15.072
03-2010	15.098
03-2010	15.122
03-2010	15.104
03-2010	15.1
03-2010	15.142
03-2010	15.173
03-2010	15.171
03-2010	15.134
03-2010	15.122
03-2010	15.129
03-2010	15.058
03-2010	15.052
03-2010	15.179
03-2010	15.118
03-2010	15.174
03-2010	15.149
03-2010	15.147
03-2010	15.248
03-2010	15.31
03-2010	15.351
04-2010	15.279
04-2010	15.229
04-2010	15.149
04-2010	15.122
04-2010	15.053
04-2010	15.054
04-2010	14.995
04-2010	14.978
04-2010	14.967
04-2010	14.882
04-2010	14.805
04-2010	14.751
04-2010	14.704
04-2010	14.694
04-2010	14.621
04-2010	14.589
04-2010	14.581
04-2010	14.527
04-2010	14.499
04-2010	14.492
04-2010	14.451
04-2010	14.443
04-2010	14.42
04-2010	14.343
04-2010	14.261
04-2010	14.223
04-2010	14.292
04-2010	14.177
04-2010	14.147
04-2010	14.034
05-2010	13.88
05-2010	13.821
05-2010	13.7
05-2010	13.641
05-2010	13.549
05-2010	13.54
05-2010	13.47
05-2010	13.415
05-2010	13.341
05-2010	13.224
05-2010	13.137
05-2010	13.159
05-2010	13.099
05-2010	13.005
05-2010	12.955
05-2010	12.864
05-2010	12.782
05-2010	12.685
05-2010	12.64
05-2010	12.573
05-2010	12.508
05-2010	12.455
05-2010	12.375
05-2010	12.328
05-2010	12.294
05-2010	12.204
05-2010	12.105
05-2010	12.115
05-2010	12.052
05-2010	12.003
05-2010	11.93
06-2010	11.795
06-2010	11.691
06-2010	11.634
06-2010	11.57
06-2010	11.495
06-2010	11.407
06-2010	11.369
06-2010	11.254
06-2010	11.162
06-2010	11.076
06-2010	10.996
06-2010	10.906
06-2010	10.89
06-2010	10.811
06-2010	10.748
06-2010	10.693
06-2010	10.642
06-2010	10.399
06-2010	10.315
06-2010	10.131
06-2010	10.104
06-2010	10.014
06-2010	9.981
06-2010	9.814
06-2010	9.694
06-2010	9.645
06-2010	9.501
06-2010	9.328
06-2010	9.231
06-2010	9.257
07-2010	9.022
07-2010	8.943
07-2010	8.987
07-2010	8.938
07-2010	8.89
07-2010	8.774
07-2010	8.721
07-2010	8.746
07-2010	8.669
07-2010	8.611
07-2010	8.58
07-2010	8.509
07-2010	8.369
07-2010	8.311
07-2010	8.253
07-2010	8.189
07-2010	8.117
07-2010	7.959
07-2010	7.799
07-2010	7.805
07-2010	7.749
07-2010	7.658
07-2010	7.461
07-2010	7.458
07-2010	7.378
07-2010	7.32
07-2010	7.202
07-2010	7.193
07-2010	7.034
07-2010	6.9
07-2010	6.77
08-2010	6.623
08-2010	6.565
08-2010	6.574
08-2010	6.558
08-2010	6.449
08-2010	6.365
08-2010	6.303
08-2010	6.263
08-2010	6.217
08-2010	6.209
08-2010	6.086
08-2010	6.055
08-2010	6.013
08-2010	5.949
08-2010	5.947
08-2010	5.928
08-2010	5.855
08-2010	5.789
08-2010	5.742
08-2010	5.679
08-2010	5.596
08-2010	5.54
08-2010	5.508
08-2010	5.479
08-2010	5.396
08-2010	5.337
08-2010	5.278
08-2010	5.272
08-2010	5.216
08-2010	5.184
08-2010	5.147
09-2010	5.129
09-2010	5.074
09-2010	5.023
09-2010	4.95
09-2010	4.925
09-2010	4.913
09-2010	4.813
09-2010	4.753
09-2010	4.75
09-2010	4.758
09-2010	4.821
09-2010	4.777
09-2010	4.812
09-2010	4.808
09-2010	4.73
09-2010	4.709
09-2010	4.618
09-2010	4.628
09-2010	4.59
09-2010	4.602
09-2010	4.637
09-2010	4.662
09-2010	4.718
09-2010	4.805
09-2010	4.898
09-2010	5.003
09-2010	5.178
09-2010	5.249
09-2010	5.285
09-2010	5.334
10-2010	5.451
10-2010	5.569
10-2010	5.674
10-2010	5.845
10-2010	5.898
10-2010	5.944
10-2010	5.939
10-2010	6.063
10-2010	6.222
10-2010	6.458
10-2010	6.649
10-2010	6.679
10-2010	6.741
10-2010	6.85
10-2010	6.913
10-2010	7.018
10-2010	7.109
10-2010	7.322
10-2010	7.451
10-2010	7.508
10-2010	7.628
10-2010	7.711
10-2010	7.738
10-2010	7.772
10-2010	7.799
10-2010	7.872
10-2010	7.995
10-2010	8.022
10-2010	8.076
10-2010	8.202
10-2010	8.383
11-2010	8.533
11-2010	8.734
11-2010	8.891
11-2010	8.968
11-2010	8.972
11-2010	9.016
11-2010	9.106
11-2010	9.169
11-2010	9.3
11-2010	9.373
11-2010	9.456
11-2010	9.521
11-2010	9.522
11-2010	9.593
11-2010	9.647
11-2010	9.686
11-2010	9.717
11-2010	9.745
11-2010	9.827
11-2010	9.888
11-2010	9.939
11-2010	9.958
11-2010	10.005
11-2010	10.002
11-2010	10.078
11-2010	10.155
11-2010	10.274
11-2010	10.347
11-2010	10.48
11-2010	10.517
12-2010	10.673
12-2010	10.797
12-2010	10.913
12-2010	10.995
12-2010	11.164
12-2010	11.24
12-2010	11.247
12-2010	11.354
12-2010	11.524
12-2010	11.539
12-2010	11.74
12-2010	11.78
12-2010	11.854
12-2010	12.051
12-2010	12.05
12-2010	12.013
12-2010	11.943
12-2010	11.928
12-2010	11.974
12-2010	11.976
12-2010	12.104
12-2010	12.205
12-2010	12.279
12-2010	12.351
12-2010	12.311
12-2010	12.31
12-2010	12.358
12-2010	12.398
12-2010	12.457
12-2010	12.558
12-2010	12.67
01-2011	12.896
01-2011	12.915
01-2011	12.926
01-2011	13.051
01-2011	13.176
01-2011	13.169
01-2011	13.173
01-2011	13.184
01-2011	13.153
01-2011	13.177
01-2011	13.212
01-2011	13.221
01-2011	13.331
01-2011	13.403
01-2011	13.489
01-2011	13.509
01-2011	13.482
01-2011	13.506
01-2011	13.637
01-2011	13.609
01-2011	13.59
01-2011	13.669
01-2011	13.66
01-2011	13.769
01-2011	13.745
01-2011	13.767
01-2011	13.932
01-2011	13.998
01-2011	13.968
01-2011	13.999
01-2011	14.067
02-2011	14.117
02-2011	14.155
02-2011	14.16
02-2011	14.158
02-2011	14.157
02-2011	14.217
02-2011	14.198
02-2011	14.319
02-2011	14.221
02-2011	14.265
02-2011	14.284
02-2011	14.302
02-2011	14.404
02-2011	14.379
02-2011	14.493
02-2011	14.493
02-2011	14.476
02-2011	14.49
02-2011	14.489
02-2011	14.467
02-2011	14.477
02-2011	14.47
02-2011	14.571
02-2011	14.49
02-2011	14.466
02-2011	14.517
02-2011	14.47
02-2011	14.46
03-2011	14.472
03-2011	14.44
03-2011	14.545
03-2011	14.554
03-2011	14.646
03-2011	14.673
03-2011	14.704
03-2011	14.654
03-2011	14.656
03-2011	14.578
03-2011	14.553
03-2011	14.542
03-2011	14.592
03-2011	14.619
03-2011	14.602
03-2011	14.676
03-2011	14.673
03-2011	14.606
03-2011	14.504
03-2011	14.458
03-2011	14.438
03-2011	14.423
03-2011	14.501
03-2011	14.483
03-2011	14.449
03-2011	14.475
03-2011	14.475
03-2011	14.431
03-2011	14.451
03-2011	14.521
03-2011	14.548
04-2011	14.529
04-2011	14.557
04-2011	14.423
04-2011	14.33
04-2011	14.4
04-2011	14.35
04-2011	14.397
04-2011	14.254
04-2011	14.22
04-2011	14.241
04-2011	14.26
04-2011	14.261
04-2011	14.232
04-2011	14.264
04-2011	14.232
04-2011	14.157
04-2011	14.138
04-2011	14.077
04-2011	14.035
04-2011	13.953
04-2011	13.959
04-2011	13.929
04-2011	13.926
04-2011	13.896
04-2011	13.765
04-2011	13.78
04-2011	13.727
04-2011	13.709
04-2011	13.636
04-2011	13.597
05-2011	13.414
05-2011	13.388
05-2011	13.269
05-2011	13.21
05-2011	13.218
05-2011	13.213
05-2011	13.179
05-2011	13.101
05-2011	13.085
05-2011	13.038
05-2011	12.969
05-2011	12.872
05-2011	12.781
05-2011	12.726
05-2011	12.695
05-2011	12.658
05-2011	12.636
05-2011	12.575
05-2011	12.538
05-2011	12.425
05-2011	12.415
05-2011	12.391
05-2011	12.427
05-2011	12.283
05-2011	12.223
05-2011	12.106
05-2011	12.098
05-2011	12.105
05-2011	12.044
05-2011	12.04
05-2011	11.982
06-2011	11.829
06-2011	11.763
06-2011	11.762
06-2011	11.748
06-2011	11.624
06-2011	11.528
06-2011	11.458
06-2011	11.333
06-2011	11.326
06-2011	11.259
06-2011	11.161
06-2011	11.011
06-2011	10.956
06-2011	10.921
06-2011	10.811
06-2011	10.726
06-2011	10.595
06-2011	10.557
06-2011	10.436
06-2011	10.377
06-2011	10.3
06-2011	10.231
06-2011	10.131
06-2011	10.087
06-2011	10.029
06-2011	9.897
06-2011	9.732
06-2011	9.697
06-2011	9.643
06-2011	9.532
07-2011	9.27
07-2011	9.206
07-2011	9.144
07-2011	8.962
07-2011	8.916
07-2011	8.801
07-2011	8.688
07-2011	8.537
07-2011	8.37
07-2011	8.253
07-2011	8.144
07-2011	7.955
07-2011	7.765
07-2011	7.704
07-2011	7.609
07-2011	7.549
07-2011	7.444
07-2011	7.299
07-2011	7.259
07-2011	7.198
07-2011	7.067
07-2011	7.048
07-2011	6.999
07-2011	6.925
07-2011	6.909
07-2011	6.808
07-2011	6.805
07-2011	6.75
07-2011	6.718
07-2011	6.693
07-2011	6.661
08-2011	6.572
08-2011	6.61
08-2011	6.52
08-2011	6.462
08-2011	6.298
08-2011	6.17
08-2011	6.071
08-2011	5.945
08-2011	5.873
08-2011	5.857
08-2011	5.843
08-2011	5.779
08-2011	5.649
08-2011	5.52
08-2011	5.418
08-2011	5.451
08-2011	5.438
08-2011	5.331
08-2011	5.255
08-2011	5.18
08-2011	5.12
08-2011	5.015
08-2011	4.98
08-2011	4.952
08-2011	4.84
08-2011	4.843
08-2011	4.838
08-2011	4.799
08-2011	4.716
08-2011	4.649
08-2011	4.582
09-2011	4.592
09-2011	4.597
09-2011	4.527
09-2011	4.425
09-2011	4.382
09-2011	4.367
09-2011	4.351
09-2011	4.333
09-2011	4.353
09-2011	4.338
09-2011	4.346
09-2011	4.369
09-2011	4.445
09-2011	4.514
09-2011	4.555
09-2011	4.525
09-2011	4.523
09-2011	4.576
09-2011	4.516
09-2011	4.595
09-2011	4.58
09-2011	4.642
09-2011	4.705
09-2011	4.68
09-2011	4.748
09-2011	4.777
09-2011	4.826
09-2011	4.835
09-2011	4.873
09-2011	4.945
10-2011	5.162
10-2011	5.18
10-2011	5.245
10-2011	5.27
10-2011	5.298
10-2011	5.341
10-2011	5.47
10-2011	5.601
10-2011	5.711
10-2011	5.729
10-2011	5.757
10-2011	5.814
10-2011	5.901
10-2011	5.979
10-2011	6.084
10-2011	6.191
10-2011	6.337
10-2011	6.433
10-2011	6.432
10-2011	6.496
10-2011	6.66
10-2011	6.906
10-2011	7.128
10-2011	7.38
10-2011	7.648
10-2011	7.841
10-2011	8.061
10-2011	8.183
10-2011	8.28
10-2011	8.397
10-2011	8.486
11-2011	8.727
11-2011	8.812
11-2011	8.93
11-2011	9.061
11-2011	9.108
11-2011	9.134
11-2011	9.142
11-2011	9.145
11-2011	9.206
11-2011	9.188
11-2011	9.329
11-2011	9.458
11-2011	9.502
11-2011	9.643
11-2011	9.751
11-2011	9.807
11-2011	9.904
11-2011	9.893
11-2011	9.972
11-2011	10.095
11-2011	10.329
11-2011	10.264
11-2011	10.376
11-2011	10.438
11-2011	10.5
11-2011	10.545
11-2011	10.64
11-2011	10.661
11-2011	10.782
11-2011	10.812
12-2011	11.038
12-2011	10.974
12-2011	11.08
12-2011	11.247
12-2011	11.331
12-2011	11.507
12-2011	11.548
12-2011	11.696
12-2011	11.807
12-2011	11.827
12-2011	11.781
12-2011	11.958
12-2011	12.01
12-2011	12.117
12-2011	12.191
12-2011	12.305
12-2011	12.245
12-2011	12.285
12-2011	12.369
12-2011	12.391
12-2011	12.529
12-2011	12.633
12-2011	12.713
12-2011	12.771
12-2011	12.725
12-2011	12.682
12-2011	12.755
12-2011	12.854
12-2011	13.097
12-2011	13.115
12-2011	13.18
01-2012	13.353
01-2012	13.421
01-2012	13.379
01-2012	13.414
01-2012	13.417
01-2012	13.404
01-2012	13.477
01-2012	13.544
01-2012	13.64
01-2012	13.691
01-2012	13.749
01-2012	13.879
01-2012	13.883
01-2012	13.84
01-2012	13.703
01-2012	13.624
01-2012	13.599
01-2012	13.655
01-2012	13.673
01-2012	13.676
01-2012	13.782
01-2012	13.89
01-2012	13.964
01-2012	13.982
01-2012	13.914
01-2012	13.962
01-2012	13.93
01-2012	14.048
01-2012	14.035
01-2012	14.036
01-2012	14.048
02-2012	14.11
02-2012	14.137
02-2012	14.078
02-2012	14.11
02-2012	14.169
02-2012	14.204
02-2012	14.263
02-2012	14.356
02-2012	14.325
02-2012	14.353
02-2012	14.456
02-2012	14.546
02-2012	14.585
02-2012	14.663
02-2012	14.697
02-2012	14.678
02-2012	14.675
02-2012	14.71
02-2012	14.677
02-2012	14.697
02-2012	14.709
02-2012	14.729
02-2012	14.797
02-2012	14.786
02-2012	14.817
02-2012	14.854
02-2012	14.853
02-2012	14.997
02-2012	15.016
03-2012	15.133
03-2012	15.196
03-2012	15.212
03-2012	15.298
03-2012	15.263
03-2012	15.211
03-2012	15.187
03-2012	15.169
03-2012	15.2
03-2012	15.17
03-2012	15.168
03-2012	15.167
03-2012	15.069
03-2012	15.078
03-2012	15.266
03-2012	15.29
03-2012	15.294
03-2012	15.307
03-2012	15.29
03-2012	15.291
03-2012	15.218
03-2012	15.204
03-2012	15.165
03-2012	15.157
03-2012	15.107
03-2012	15.166
03-2012	15.152
03-2012	15.16
03-2012	15.193
03-2012	15.14
03-2012	15.163
04-2012	15.107
04-2012	15.077
04-2012	15.117
04-2012	15.065
04-2012	14.942
04-2012	14.919
04-2012	14.803
04-2012	14.853
04-2012	14.796
04-2012	14.786
04-2012	14.705
04-2012	14.687
04-2012	14.655
04-2012	14.657
04-2012	14.679
04-2012	14.731
04-2012	14.663
04-2012	14.613
04-2012	14.579
04-2012	14.603
04-2012	14.597
04-2012	14.523
04-2012	14.501
04-2012	14.455
04-2012	14.39
04-2012	14.272
04-2012	14.164
04-2012	14.091
04-2012	13.94
04-2012	13.803
05-2012	13.596
05-2012	13.584
05-2012	13.562
05-2012	13.491
05-2012	13.477
05-2012	13.461
05-2012	13.442
05-2012	13.375
05-2012	13.353
05-2012	13.359
05-2012	13.377
05-2012	13.308
05-2012	13.22
05-2012	13.117
05-2012	13.067
05-2012	13.008
05-2012	12.967
05-2012	12.957
05-2012	12.926
05-2012	12.807
05-2012	12.727
05-2012	12.649
05-2012	12.664
05-2012	12.594
05-2012	12.539
05-2012	12.553
05-2012	12.516
05-2012	12.499
05-2012	12.429
05-2012	12.4
05-2012	12.342
06-2012	12.111
06-2012	12.042
06-2012	11.97
06-2012	11.975
06-2012	11.883
06-2012	11.744
06-2012	11.558
06-2012	11.376
06-2012	11.205
06-2012	11.072
06-2012	10.947
06-2012	10.838
06-2012	10.747
06-2012	10.662
06-2012	10.614
06-2012	10.407
06-2012	10.429
06-2012	10.346
06-2012	10.299
06-2012	10.291
06-2012	10.265
06-2012	10.093
06-2012	10.035
06-2012	9.937
06-2012	9.777
06-2012	9.712
06-2012	9.678
06-2012	9.495
06-2012	9.393
06-2012	9.335
07-2012	9.062
07-2012	8.971
07-2012	8.954
07-2012	8.847
07-2012	8.634
07-2012	8.572
07-2012	8.521
07-2012	8.398
07-2012	8.174
07-2012	8.13
07-2012	8.032
07-2012	7.946
07-2012	7.917
07-2012	7.868
07-2012	7.705
07-2012	7.606
07-2012	7.481
07-2012	7.42
07-2012	7.35
07-2012	7.34
07-2012	7.297
07-2012	7.184
07-2012	7.118
07-2012	7.035
07-2012	6.931
07-2012	6.809
07-2012	6.677
07-2012	6.6
07-2012	6.478
07-2012	6.4
07-2012	6.368
08-2012	6.255
08-2012	6.152
08-2012	5.977
08-2012	5.99
08-2012	5.768
08-2012	5.632
08-2012	5.467
08-2012	5.256
08-2012	5.088
08-2012	5.118
08-2012	5.021
08-2012	4.938
08-2012	4.889
08-2012	4.724
08-2012	4.679
08-2012	4.619
08-2012	4.545
08-2012	4.52
08-2012	4.405
08-2012	4.313
08-2012	4.275
08-2012	4.216
08-2012	4.105
08-2012	4.006
08-2012	3.912
08-2012	3.906
08-2012	3.785
08-2012	3.758
08-2012	3.691
08-2012	3.764
08-2012	3.648
09-2012	3.573
09-2012	3.562
09-2012	3.562
09-2012	3.545
09-2012	3.505
09-2012	3.451
09-2012	3.522
09-2012	3.516
09-2012	3.492
09-2012	3.452
09-2012	3.416
09-2012	3.417
09-2012	3.399
09-2012	3.408
09-2012	3.378
09-2012	3.34
09-2012	3.408
09-2012	3.452
09-2012	3.512
09-2012	3.573
09-2012	3.584
09-2012	3.601
09-2012	3.629
09-2012	3.674
09-2012	3.735
09-2012	3.76
09-2012	3.803
09-2012	3.86
09-2012	3.894
09-2012	3.945
10-2012	4.112
10-2012	4.138
10-2012	4.151
10-2012	4.235
10-2012	4.297
10-2012	4.383
10-2012	4.481
10-2012	4.572
10-2012	4.626
10-2012	4.776
10-2012	4.964
10-2012	5.006
10-2012	5.17
10-2012	5.404
10-2012	5.657
10-2012	5.873
10-2012	6.082
10-2012	6.244
10-2012	6.364
10-2012	6.582
10-2012	6.771
10-2012	7.037
10-2012	7.169
10-2012	7.346
10-2012	7.334
10-2012	7.382
10-2012	7.443
10-2012	7.495
10-2012	7.639
10-2012	7.811
10-2012	7.918
11-2012	8.072
11-2012	8.18
11-2012	8.275
11-2012	8.342
11-2012	8.419
11-2012	8.495
11-2012	8.649
11-2012	8.728
11-2012	8.758
11-2012	8.794
11-2012	8.902
11-2012	9.002
11-2012	9.095
11-2012	9.103
11-2012	9.238
11-2012	9.373
11-2012	9.463
11-2012	9.617
11-2012	9.829
11-2012	9.876
11-2012	9.954
11-2012	10.001
11-2012	10.091
11-2012	10.23
11-2012	10.343
11-2012	10.496
11-2012	10.441
11-2012	10.498
11-2012	10.629
11-2012	10.746
12-2012	10.896
12-2012	10.995
12-2012	11.128
12-2012	11.239
12-2012	11.358
12-2012	11.522
12-2012	11.511
12-2012	11.626
12-2012	11.789
12-2012	11.781
12-2012	11.812
12-2012	11.806
12-2012	11.768
12-2012	11.723
12-2012	11.875
12-2012	11.865
12-2012	11.974
12-2012	12.184
12-2012	12.206
12-2012	12.218
12-2012	12.249
12-2012	12.274
12-2012	12.301
12-2012	12.607
12-2012	12.609
12-2012	12.62
12-2012	12.669
12-2012	12.834
12-2012	12.926
12-2012	12.931
12-2012	12.902
01-2013	12.959
01-2013	12.961
01-2013	13.012
01-2013	13.045
01-2013	13.065
01-2013	13.126
01-2013	13.202
01-2013	13.194
01-2013	13.287
01-2013	13.404
01-2013	13.474
01-2013	13.559
01-2013	13.609
01-2013	13.625
01-2013	13.733
01-2013	13.823
01-2013	13.912
01-2013	13.88
01-2013	13.971
01-2013	14.012
01-2013	14.032
01-2013	13.981
01-2013	14.015
01-2013	14.082
01-2013	14.222
01-2013	14.204
01-2013	14.243
01-2013	14.285
01-2013	14.312
01-2013	14.281
01-2013	14.272
02-2013	14.378
02-2013	14.335
02-2013	14.411
02-2013	14.484
02-2013	14.405
02-2013	14.37
02-2013	14.467
02-2013	14.592
02-2013	14.625
02-2013	14.614
02-2013	14.611
02-2013	14.697
02-2013	14.729
02-2013	14.764
02-2013	14.771
02-2013	14.816
02-2013	14.918
02-2013	14.833
02-2013	14.802
02-2013	14.798
02-2013	14.828
02-2013	14.8
02-2013	14.82
02-2013	14.987
02-2013	15.086
02-2013	15.11
02-2013	15.09
02-2013	15.118
03-2013	15.144
03-2013	15.088
03-2013	15.003
03-2013	14.999
03-2013	15.001
03-2013	15
03-2013	15.055
03-2013	15.075
03-2013	15.089
03-2013	15.067
03-2013	15.172
03-2013	15.151
03-2013	15.181
03-2013	15.196
03-2013	15.136
03-2013	15.129
03-2013	15.137
03-2013	15.09
03-2013	15.119
03-2013	15.037
03-2013	15.013
03-2013	14.97
03-2013	14.924
03-2013	14.866
03-2013	14.884
03-2013	14.962
03-2013	14.935
03-2013	14.902
03-2013	14.948
03-2013	14.889
03-2013	14.831
04-2013	14.787
04-2013	14.768
04-2013	14.722
04-2013	14.647
04-2013	14.616
04-2013	14.743
04-2013	14.673
04-2013	14.623
04-2013	14.622
04-2013	14.593
04-2013	14.576
04-2013	14.542
04-2013	14.497
04-2013	14.397
04-2013	14.346
04-2013	14.345
04-2013	14.245
04-2013	14.164
04-2013	14.181
04-2013	14.124
04-2013	14.123
04-2013	14.054
04-2013	14.065
04-2013	13.988
04-2013	13.897
04-2013	13.784
04-2013	13.793
04-2013	13.744
04-2013	13.683
04-2013	13.62
05-2013	13.477
05-2013	13.478
05-2013	13.422
05-2013	13.435
05-2013	13.349
05-2013	13.353
05-2013	13.373
05-2013	13.304
05-2013	13.299
05-2013	13.244
05-2013	13.219
05-2013	13.189
05-2013	13.137
05-2013	13.145
05-2013	13.077
05-2013	13.047
05-2013	12.963
05-2013	12.901
05-2013	12.872
05-2013	12.833
05-2013	12.799
05-2013	12.809
05-2013	12.716
05-2013	12.721
05-2013	12.711
05-2013	12.653
05-2013	12.556
05-2013	12.507
05-2013	12.455
05-2013	12.478
05-2013	12.393
06-2013	12.24
06-2013	12.161
06-2013	12.159
06-2013	12.13
06-2013	12.087
06-2013	11.959
06-2013	11.882
06-2013	11.862
06-2013	11.854
06-2013	11.768
06-2013	11.707
06-2013	11.619
06-2013	11.524
06-2013	11.494
06-2013	11.492
06-2013	11.472
06-2013	11.387
06-2013	11.342
06-2013	11.218
06-2013	11.182
06-2013	11.114
06-2013	11.078
06-2013	10.965
06-2013	10.834
06-2013	10.746
06-2013	10.584
06-2013	10.448
06-2013	10.293
06-2013	10.188
06-2013	10.015
07-2013	9.666
07-2013	9.596
07-2013	9.457
07-2013	9.306
07-2013	9.177
07-2013	9.084
07-2013	8.972
07-2013	8.909
07-2013	8.795
07-2013	8.718
07-2013	8.682
07-2013	8.386
07-2013	8.283
07-2013	8.262
07-2013	8.193
07-2013	8.04
07-2013	7.884
07-2013	7.83
07-2013	7.779
07-2013	7.711
07-2013	7.505
07-2013	7.412
07-2013	7.355
07-2013	7.354
07-2013	7.289
07-2013	7.169
07-2013	7.195
07-2013	7.038
07-2013	7.03
07-2013	7.029
07-2013	6.976
08-2013	6.904
08-2013	6.804
08-2013	6.654
08-2013	6.613
08-2013	6.644
08-2013	6.619
08-2013	6.505
08-2013	6.441
08-2013	6.369
08-2013	6.325
08-2013	6.265
08-2013	6.21
08-2013	6.128
08-2013	6.067
08-2013	6.032
08-2013	5.934
08-2013	5.929
08-2013	5.864
08-2013	5.784
08-2013	5.789
08-2013	5.713
08-2013	5.624
08-2013	5.668
08-2013	5.611
08-2013	5.589
08-2013	5.518
08-2013	5.472
08-2013	5.387
08-2013	5.332
08-2013	5.346
08-2013	5.279
09-2013	5.275
09-2013	5.273
09-2013	5.249
09-2013	5.171
09-2013	5.156
09-2013	5.164
09-2013	5.161
09-2013	5.09
09-2013	5.053
09-2013	5.071
09-2013	5.058
09-2013	5.051
09-2013	5.04
09-2013	5.077
09-2013	5.095
09-2013	5.083
09-2013	5.077
09-2013	5.074
09-2013	5.108
09-2013	5.115
09-2013	5.154
09-2013	5.193
09-2013	5.24
09-2013	5.285
09-2013	5.331
09-2013	5.386
09-2013	5.451
09-2013	5.536
09-2013	5.566
09-2013	5.665
10-2013	5.871
10-2013	5.939
10-2013	6.007
10-2013	6.06
10-2013	6.192
10-2013	6.27
10-2013	6.402
10-2013	6.62
10-2013	6.682
10-2013	6.789
10-2013	6.91
10-2013	7.075
10-2013	7.227
10-2013	7.374
10-2013	7.427
10-2013	7.541
10-2013	7.699
10-2013	7.825
10-2013	7.88
10-2013	7.992
10-2013	8.029
10-2013	8.129
10-2013	8.237
10-2013	8.281
10-2013	8.386
10-2013	8.449
10-2013	8.528
10-2013	8.633
10-2013	8.773
10-2013	8.882
10-2013	8.991
11-2013	9.158
11-2013	9.227
11-2013	9.26
11-2013	9.298
11-2013	9.31
11-2013	9.34
11-2013	9.304
11-2013	9.189
11-2013	9.318
11-2013	9.493
11-2013	9.595
11-2013	9.575
11-2013	9.582
11-2013	9.617
11-2013	9.742
11-2013	9.77
11-2013	9.857
11-2013	10.083
11-2013	10.156
11-2013	10.222
11-2013	10.297
11-2013	10.393
11-2013	10.502
11-2013	10.519
11-2013	10.555
11-2013	10.708
11-2013	10.87
11-2013	10.973
11-2013	11.101
11-2013	11.157
12-2013	11.345
12-2013	11.404
12-2013	11.601
12-2013	11.745
12-2013	11.745
12-2013	11.72
12-2013	11.715
12-2013	11.73
12-2013	11.75
12-2013	11.925
12-2013	12.031
12-2013	12.112
12-2013	12.144
12-2013	12.183
12-2013	12.325
12-2013	12.25
12-2013	12.206
12-2013	12.207
12-2013	12.315
12-2013	12.275
12-2013	12.328
12-2013	12.415
12-2013	12.444
12-2013	12.476
12-2013	12.572
12-2013	12.659
12-2013	12.693
12-2013	12.87
12-2013	12.897
12-2013	12.804
12-2013	12.826
01-2014	13.011
01-2014	13.103
01-2014	13.116
01-2014	13.219
